Date & Time,TRASAR Dose (ppm),Temperature (°F),Conductivity (µS/cm),pH,ORP (mV),Steel Corr. Rate (mpy),Copper Corr. Rate (mpy),Tagged Poly Dose (ppm),Nalco Scale Index,3D scale polymer consumption (%),NDM Scale Mass (ug),NDM Scale Rate (ug/h),NDM Water Temp (°F),Nalco Bio-Index,Turbidity (NTU),Background Channel (ppm),Cell Fouling (%),Flow Status,Interlock Status,Digital Input 3,Digital Input 4,4-20mA Input 1,4-20mA Input 2,TRASAR Relay Status,TRASAR Relay On Time (min),Tagged Poly Relay Status,Tagged Poly Relay On Time (min),Bioreporter Relay Status,Bioreporter Relay On Time (min),Oxidizing Biocide Relay Status,Ox Bio Relay On Time (min),Nonoxidizing Biocide Relay Status,Nonox Bio Relay On Time (min),Blowdown Relay Status,Blowdown Relay On Time (min),pH Relay Status,pH Relay On Time (min)
12/24/2016 21:45,1027.98,71.11,772.14,7.87,195,0.41,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/24/2016 22:00,1027.13,70.99,772.93,7.87,195,0.41,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/24/2016 22:15,1027.85,70.87,770.78,7.86,195,0.41,0.01,0,-999,-999,0,0,0,0,0.26,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/24/2016 22:30,1027.01,70.91,774.54,7.85,195,0.39,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/24/2016 22:45,1027.58,70.99,772.91,7.85,195,0.39,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/24/2016 23:00,1028.21,71.03,773.13,7.83,195,0.4,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/24/2016 23:15,1027.93,71.15,773.08,7.82,195,0.4,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/24/2016 23:30,1027.39,71.19,771.8,7.82,195,0.49,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/24/2016 23:45,1027.85,71.19,771.32,7.82,195,0.49,0.01,0,-999,-999,0,0,0,0,0.24,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 0:00,1027.63,71.27,773.81,7.82,195,0.4,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 0:15,1027.84,71.32,770.82,7.82,195,0.4,0.01,0,-999,-999,0,0,0,0,0.24,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 0:30,1028.23,71.36,772.89,7.82,194,0.4,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 0:45,1028.4,71.52,772.57,7.82,194,0.4,0.01,0,-999,-999,0,0,0,0,0.24,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 1:00,1028.04,71.52,772.82,7.82,194,0.41,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 1:15,1028.97,71.52,774.55,7.82,194,0.41,0.01,0,-999,-999,0,0,0,0,0.24,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 1:30,1028.74,71.52,773.13,7.83,193,0.45,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 1:45,1029.3,71.52,775.57,7.82,193,0.45,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 2:00,1029.43,71.52,772.82,7.82,193,0.39,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 2:15,1029.49,71.56,774.31,7.82,192,0.39,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 2:30,1029.47,71.52,774.09,7.83,192,0.46,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 2:45,1030.05,71.52,776.2,7.83,192,0.46,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 3:00,1030.08,71.52,774.69,7.84,192,0.42,0.01,0,-999,-999,0,0,0,0,0.24,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 3:15,1031.38,71.52,775.47,7.84,192,0.42,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 3:30,1030.36,71.52,771.94,7.81,192,0.37,0.01,0,-999,-999,0,0,0,0,0.26,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 3:45,1029.53,71.4,773.12,7.82,192,0.37,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 4:00,1030.26,71.44,773.24,7.82,192,0.4,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 4:15,1029.77,71.52,775.93,7.82,192,0.4,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 4:30,1030.7,71.52,774.05,7.83,192,0.43,0.01,0,-999,-999,0,0,0,0,0.24,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 4:45,1030.96,71.52,773.34,7.83,192,0.43,0.01,0,-999,-999,0,0,0,0,0.26,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 5:00,1031.13,71.52,775.93,7.82,192,0.41,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 5:15,1031,71.44,773.03,7.82,192,0.41,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 5:30,1030.75,71.48,773.01,7.82,191,0.36,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 5:45,1030.95,71.52,772.55,7.82,191,0.36,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 6:00,1031.16,71.48,772.41,7.83,191,0.46,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 6:15,1031.43,71.52,776.1,7.82,191,0.46,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 6:30,1031.95,71.52,773.05,7.82,190,0.37,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 6:45,1031.58,71.52,774.04,7.82,190,0.37,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 7:00,1032.18,71.52,772.59,7.82,190,0.45,0.01,0,-999,-999,0,0,0,0,0.26,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 7:15,1031.61,71.44,773.25,7.82,190,0.45,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 7:30,1032.28,71.44,774.16,7.83,190,0.4,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 7:45,1032.52,71.48,775.87,7.83,189,0.4,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 8:00,1032.36,71.48,775.84,7.82,190,0.38,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 8:15,1031.72,71.48,773.08,7.82,190,0.38,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 8:30,1031.2,71.52,775.93,7.82,190,0.42,0.01,0,-999,-999,0,0,0,0,0.24,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 8:45,1031.48,71.6,775.82,7.82,189,0.42,0.01,0,-999,-999,0,0,0,0,0.24,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 9:00,1032.47,71.68,774.72,7.82,189,0.39,0.01,0,-999,-999,0,0,0,0,0.24,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 9:15,1031.57,71.72,774.77,7.81,190,0.39,0.01,0,-999,-999,0,0,0,0,0.24,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 9:30,1031.66,71.76,774.47,7.8,190,0.41,0.01,0,-999,-999,0,0,0,0,0.25,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 9:45,1031.76,71.88,773.52,7.79,190,0.41,0.01,0,-999,-999,0,0,0,0,0.24,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 10:00,1031.92,72.13,771.82,7.78,190,0.36,0.01,0,-999,-999,0,0,0,0,0.24,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 10:15,1031.93,72.33,774.76,7.77,191,0.36,0.02,0,-999,-999,0,0,0,0,0.24,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 10:30,1031.73,72.49,774.88,7.77,191,0.39,0.02,0,-999,-999,0,0,0,0,0.24,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 10:45,1031.26,72.61,775.47,7.77,192,0.39,0.02,0,-999,-999,0,0,0,0,0.24,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 11:00,1032.12,72.82,774.54,7.77,192,0.42,0.01,0,-999,-999,0,0,0,0,0.23,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 11:15,1031.93,73.06,775.63,7.76,192,0.42,0.01,0,-999,-999,0,0,0,0,0.23,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 11:30,1032.86,73.3,777.07,7.76,192,0.39,0.01,0,-999,-999,0,0,0,0,0.24,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 11:45,1032.9,73.46,776.21,7.77,192,0.39,0.01,0,-999,-999,0,0,0,0,0.23,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 12:00,1033.15,73.63,774.95,7.76,192,0.43,0.01,0,-999,-999,0,0,0,0,0.23,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 12:15,1032.69,73.79,773.73,7.75,193,0.43,0.01,0,-999,-999,0,0,0,0,0.22,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 12:30,1033.22,73.87,777.53,7.75,192,0.42,0.01,0,-999,-999,0,0,0,0,0.22,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 12:45,1033.97,74.07,773.27,7.75,192,0.42,0.01,0,-999,-999,0,0,0,0,0.23,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 13:00,1033.73,74.11,776.31,7.74,192,0.36,0.01,0,-999,-999,0,0,0,0,0.22,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 13:15,1033.46,74.28,775.77,7.74,192,0.36,0.01,0,-999,-999,0,0,0,0,0.22,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 13:30,1033.64,74.4,776.41,7.74,192,0.42,0.02,0,-999,-999,0,0,0,0,0.22,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 13:45,1033.63,74.72,773.09,7.73,193,0.42,0.02,0,-999,-999,0,0,0,0,0.22,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 14:00,1034.76,74.84,774.96,7.73,193,0.39,0.01,0,-999,-999,0,0,0,0,0.22,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 14:15,1035.47,75.01,778.88,7.74,193,0.39,0.01,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 14:30,1035.78,75.09,776.41,7.74,193,0.41,0.02,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 14:45,1035.25,75.09,775.57,7.74,193,0.41,0.02,0,-999,-999,0,0,0,0,0.22,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 15:00,1035.41,75.09,775.75,7.74,193,0.33,0.02,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 15:15,1035.99,75.17,777.9,7.74,193,0.33,0.02,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 15:30,1035.78,75.21,777.54,7.74,193,0.4,0.02,0,-999,-999,0,0,0,0,0.22,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 15:45,1036.58,75.25,777.26,7.75,193,0.4,0.02,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 16:00,1036.79,75.29,777.27,7.75,193,0.39,0.01,0,-999,-999,0,0,0,0,0.22,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 16:15,1036.57,75.33,776.59,7.75,193,0.39,0.01,0,-999,-999,0,0,0,0,0.22,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 16:30,1036.59,75.33,776.58,7.76,193,0.37,0.02,0,-999,-999,0,0,0,0,0.22,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 16:45,1036.6,75.25,777.16,7.76,193,0.37,0.02,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 17:00,1037.32,75.17,775.08,7.77,193,0.37,0.01,0,-999,-999,0,0,0,0,0.22,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 17:15,1037.23,75.13,778.01,7.76,193,0.43,0.01,0,-999,-999,0,0,0,0,0.23,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 17:30,1037.02,75.13,778.2,7.76,193,0.43,0.01,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 17:45,1036.7,75.21,774.81,7.75,194,0.41,0.01,0,-999,-999,0,0,0,0,0.22,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 18:00,1037.99,75.25,775.8,7.74,194,0.41,0.02,0,-999,-999,0,0,0,0,0.22,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 18:15,1037.59,75.25,777.26,7.74,194,0.39,0.02,0,-999,-999,0,0,0,0,0.22,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 18:30,1036.45,75.29,774.25,7.74,194,0.39,0.02,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 18:45,1037.93,75.41,776.02,7.74,194,0.4,0.02,0,-999,-999,0,0,0,0,0.22,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 19:00,1037.38,75.49,775.4,7.74,193,0.4,0.01,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 19:15,1037.01,75.57,775.69,7.74,193,0.38,0.01,0,-999,-999,0,0,0,0,0.2,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 19:30,1037.94,75.7,775.63,7.73,193,0.38,0.02,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 19:45,1037.52,75.7,777.16,7.73,192,0.4,0.02,0,-999,-999,0,0,0,0,0.2,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 20:00,1037.87,75.78,776.88,7.73,192,0.4,0.02,0,-999,-999,0,0,0,0,0.2,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 20:15,1038.51,75.9,779.12,7.73,192,0.39,0.02,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 20:30,1038.07,75.94,775.88,7.73,192,0.39,0.02,0,-999,-999,0,0,0,0,0.2,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 20:45,1038.24,76.02,775.04,7.74,192,0.38,0.02,0,-999,-999,0,0,0,0,0.2,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 21:00,1038.64,76.02,776.88,7.74,191,0.38,0.02,0,-999,-999,0,0,0,0,0.2,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 21:15,1040.13,75.94,775.67,7.76,191,0.41,0.02,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 21:30,1038.89,75.86,778.05,7.75,191,0.41,0.02,0,-999,-999,0,0,0,0,0.2,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 21:45,1039.69,75.74,777.22,7.75,191,0.39,0.02,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 22:00,1039.45,75.7,777.53,7.75,191,0.39,0.02,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 22:15,1040.07,75.7,776.67,7.75,191,0.4,0.02,0,-999,-999,0,0,0,0,0.22,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 22:30,1040.5,75.7,777.47,7.75,191,0.4,0.02,0,-999,-999,0,0,0,0,0.2,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 22:45,1040.2,75.66,777.48,7.76,191,0.39,0.02,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 23:00,1040.93,75.57,777.13,7.76,191,0.39,0.02,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 23:15,1040.98,75.57,777.21,7.76,191,0.36,0.02,0,-999,-999,0,0,0,0,0.2,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 23:30,1040.64,75.53,776.47,7.77,190,0.36,0.02,0,-999,-999,0,0,0,0,0.2,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/25/2016 23:45,1041.32,75.49,775.49,7.77,191,0.46,0.02,0,-999,-999,0,0,0,0,0.2,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 0:00,1041.26,75.41,775.22,7.78,191,0.46,0.02,0,-999,-999,0,0,0,0,0.2,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 0:15,1041.08,75.41,775.11,7.77,191,0.41,0.02,0,-999,-999,0,0,0,0,0.2,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 0:30,1041.11,75.41,776.11,7.78,190,0.41,0.02,0,-999,-999,0,0,0,0,0.2,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 0:45,1041.22,75.41,775.18,7.78,190,0.4,0.02,0,-999,-999,0,0,0,0,0.2,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 1:00,1041.31,75.41,776.03,7.78,190,0.4,0.02,0,-999,-999,0,0,0,0,0.2,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 1:15,1041.31,75.41,775.97,7.78,190,0.38,0.02,0,-999,-999,0,0,0,0,0.2,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 1:30,1041.4,75.41,776.29,7.78,190,0.38,0.02,0,-999,-999,0,0,0,0,0.2,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 1:45,1042.16,75.29,774.6,7.79,190,0.35,0.02,0,-999,-999,0,0,0,0,0.19,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 2:00,1041.77,75.21,776.94,7.78,190,0.35,0.02,0,-999,-999,0,0,0,0,0.2,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 2:15,1042.54,75.13,774.52,7.8,190,0.39,0.02,0,-999,-999,0,0,0,0,0.2,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 2:30,1042.63,75.25,776.35,7.79,190,0.39,0.02,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 2:45,1041.82,75.37,776.31,7.78,190,0.4,0.02,0,-999,-999,0,0,0,0,0.2,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 3:00,1041.97,75.37,776.57,7.79,190,0.4,0.02,0,-999,-999,0,0,0,0,0.19,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 3:15,1042.62,75.41,776.37,7.78,190,0.39,0.02,0,-999,-999,0,0,0,0,0.19,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 3:30,1043.27,75.37,776.28,7.78,189,0.39,0.02,0,-999,-999,0,0,0,0,0.19,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 3:45,1043.58,75.33,775.73,7.77,189,0.4,0.02,0,-999,-999,0,0,0,0,0.19,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 4:00,1043.68,75.13,776.73,7.77,189,0.4,0.02,0,-999,-999,0,0,0,0,0.19,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 4:15,1044.61,74.88,776.5,7.78,188,0.43,0.02,0,-999,-999,0,0,0,0,0.19,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 4:30,1045.79,74.68,776.53,7.8,188,0.43,0.02,0,-999,-999,0,0,0,0,0.2,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 4:45,1044.9,74.4,776.44,7.81,188,0.4,0.02,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 5:00,1046.26,74.11,774.92,7.82,188,0.4,0.02,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 5:15,1046.89,73.79,773.72,7.84,188,0.43,0.02,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 5:30,1045.97,73.46,776.22,7.83,188,0.43,0.01,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 5:45,1045.84,73.22,778.08,7.83,188,0.45,0.01,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 6:00,1045.47,73.1,773.4,7.81,188,0.45,0.01,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 6:15,1045.7,72.94,776.47,7.78,188,0.43,0.01,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
12/26/2016 6:30,1045.29,72.82,775.65,7.81,187,0.43,0.02,0,-999,-999,0,0,0,0,0.21,0,0,0,1,0,0,0,0,8,0,8,0,0,0,0,0,8,0,64,0,0,0
